PI,TIME,PROC_NUM,N,SCALING,TEST_CASE_NUM
3.141601,0.312765,11,100000000,strong,1
3.141532,3.441704,11,100000000,weak,1
3.141384,0.312832,11,100000000,strong,2
3.141609,3.441404,11,100000000,weak,2
3.141738,0.312720,11,100000000,strong,3
3.141598,3.468638,11,100000000,weak,3
3.141326,0.313115,11,100000000,strong,4
3.141642,3.557556,11,100000000,weak,4
3.141370,0.312837,11,100000000,strong,5
3.141476,3.448264,11,100000000,weak,5
3.141579,0.316994,11,100000000,strong,6
3.141605,3.556621,11,100000000,weak,6
3.141706,0.313698,11,100000000,strong,7
3.141541,3.441548,11,100000000,weak,7
3.141756,0.312925,11,100000000,strong,8
3.141662,3.440572,11,100000000,weak,8
3.141567,0.324000,11,100000000,strong,9
3.141596,3.557402,11,100000000,weak,9
3.141533,0.312840,11,100000000,strong,10
3.141564,3.556756,11,100000000,weak,10
3.141320,0.313614,11,100000000,strong,11
3.141585,3.441082,11,100000000,weak,11
3.141493,0.312875,11,100000000,strong,12
3.141572,3.442021,11,100000000,weak,12
3.141676,0.316857,11,100000000,strong,13
3.141564,3.437759,11,100000000,weak,13
3.141327,0.313517,11,100000000,strong,14
3.141521,3.439491,11,100000000,weak,14
3.141457,0.323655,11,100000000,strong,15
3.141602,3.440596,11,100000000,weak,15
3.141596,0.288655,12,100000000,strong,1
3.141668,3.440944,12,100000000,weak,1
3.141567,3.526529,12,100000000,weak,2
3.141657,0.286846,12,100000000,strong,3
3.141581,3.437929,12,100000000,weak,3
3.141586,0.286630,12,100000000,strong,4
3.141615,3.438131,12,100000000,weak,4
3.141693,0.286561,12,100000000,strong,5
3.141605,3.439981,12,100000000,weak,5
3.141867,0.286769,12,100000000,strong,6
3.141615,3.440712,12,100000000,weak,6
3.141636,0.286699,12,100000000,strong,7
3.141579,3.440887,12,100000000,weak,7
3.141526,0.286724,12,100000000,strong,8
3.141523,3.468116,12,100000000,weak,8
3.141184,0.286781,12,100000000,strong,9
3.141607,3.556985,12,100000000,weak,9
3.141138,0.286710,12,100000000,strong,10
3.141589,3.440103,12,100000000,weak,10
3.141320,0.296248,12,100000000,strong,11
3.141598,3.438595,12,100000000,weak,11
3.141627,0.331913,12,100000000,strong,12
3.141697,3.494422,12,100000000,weak,12
3.141940,0.331923,12,100000000,strong,13
3.141653,3.984959,12,100000000,weak,13
3.141732,0.332191,12,100000000,strong,14
3.141596,3.441643,12,100000000,weak,14
3.141728,0.299738,12,100000000,strong,15
3.141565,3.441147,12,100000000,weak,15
3.141610,48.507011,1,1410065408,strong,1
3.141612,48.507587,1,1410065408,strong,2
3.141575,48.506372,1,1410065408,strong,3
3.141630,48.506173,1,1410065408,strong,4
3.141568,48.506540,1,1410065408,strong,5
3.141605,48.510892,1,1410065408,strong,6
3.141579,48.506956,1,1410065408,strong,7
3.141581,48.495947,1,1410065408,strong,8
3.141549,48.508745,1,1410065408,strong,9
3.141583,48.508749,1,1410065408,strong,10
3.141572,24.275814,2,1410065408,strong,1
3.141605,48.548663,2,1410065408,weak,1
3.141573,24.267239,2,1410065408,strong,2
3.141607,48.529979,2,1410065408,weak,2
3.141524,24.248635,2,1410065408,strong,3
3.141540,48.563360,2,1410065408,weak,3
3.141582,24.255163,2,1410065408,strong,4
3.141625,48.530409,2,1410065408,weak,4
3.141573,24.252243,2,1410065408,strong,5
3.141549,48.497881,2,1410065408,weak,5
3.141568,24.253744,2,1410065408,strong,6
3.141540,48.511266,2,1410065408,weak,6
3.141580,24.259030,2,1410065408,strong,7
3.141588,48.520760,2,1410065408,weak,7
3.141643,24.270675,2,1410065408,strong,8
3.141613,48.587894,2,1410065408,weak,8
3.141552,24.354375,2,1410065408,strong,9
3.141628,48.498331,2,1410065408,weak,9
3.141583,24.266156,2,1410065408,strong,10
3.141587,48.495232,2,1410065408,weak,10
3.141660,16.167970,3,1410065408,strong,1
3.141577,48.514018,3,1410065408,weak,1
3.141472,16.166676,3,1410065408,strong,2
3.141590,48.500408,3,1410065408,weak,2
3.141557,16.166407,3,1410065408,strong,3
3.141565,48.505074,3,1410065408,weak,3
3.141554,16.166416,3,1410065408,strong,4
3.141595,48.512525,3,1410065408,weak,4
3.141547,16.166275,3,1410065408,strong,5
3.141597,48.506852,3,1410065408,weak,5
3.141565,16.164979,3,1410065408,strong,6
3.141574,48.501923,3,1410065408,weak,6
3.141615,16.178183,3,1410065408,strong,7
3.141562,48.501223,3,1410065408,weak,7
3.141572,16.162696,3,1410065408,strong,8
3.141620,48.512044,3,1410065408,weak,8
3.141640,16.167391,3,1410065408,strong,9
3.141603,48.512702,3,1410065408,weak,9
3.141642,16.166025,3,1410065408,strong,10
3.141598,48.509771,3,1410065408,weak,10
3.141555,12.128761,4,1410065408,strong,1
3.141581,48.511689,4,1410065408,weak,1
3.141554,12.437402,4,1410065408,strong,2
3.141607,48.510340,4,1410065408,weak,2
3.141599,12.131223,4,1410065408,strong,3
3.141600,48.502592,4,1410065408,weak,3
3.141639,12.131433,4,1410065408,strong,4
3.141596,48.542698,4,1410065408,weak,4
3.141641,12.550357,4,1410065408,strong,5
3.141570,48.547555,4,1410065408,weak,5
3.141586,12.138837,4,1410065408,strong,6
3.141567,48.536104,4,1410065408,weak,6
3.141689,12.134659,4,1410065408,strong,7
3.141593,48.578869,4,1410065408,weak,7
3.141560,12.139023,4,1410065408,strong,8
3.141542,48.559943,4,1410065408,weak,8
3.141584,12.152675,4,1410065408,strong,9
3.141615,48.551321,4,1410065408,weak,9
3.141545,12.134511,4,1410065408,strong,10
3.141572,48.545371,4,1410065408,weak,10
3.141573,9.717363,5,1410065408,strong,1
3.141604,48.584822,5,1410065408,weak,1
3.141606,9.707903,5,1410065408,strong,2
3.141573,48.546393,5,1410065408,weak,2
3.141650,9.706957,5,1410065408,strong,3
3.141582,48.527555,5,1410065408,weak,3
3.141578,9.725373,5,1410065408,strong,4
3.141571,48.536331,5,1410065408,weak,4
3.141656,9.702843,5,1410065408,strong,5
3.141577,48.519506,5,1410065408,weak,5
3.141601,9.712787,5,1410065408,strong,6
3.141581,48.523101,5,1410065408,weak,6
3.141571,9.709955,5,1410065408,strong,7
3.141629,48.534301,5,1410065408,weak,7
3.141588,10.037739,5,1410065408,strong,8
3.141571,48.535509,5,1410065408,weak,8
3.141674,9.703472,5,1410065408,strong,9
3.141625,48.541299,5,1410065408,weak,9
3.141638,9.703756,5,1410065408,strong,10
3.141587,49.170872,5,1410065408,weak,10
3.141624,8.092264,6,1410065408,strong,1
3.141588,48.536110,6,1410065408,weak,1
3.141559,8.092720,6,1410065408,strong,2
3.141546,48.540992,6,1410065408,weak,2
3.141634,8.086636,6,1410065408,strong,3
3.141569,48.543718,6,1410065408,weak,3
3.141541,8.093531,6,1410065408,strong,4
3.141580,48.551603,6,1410065408,weak,4
3.141600,8.099710,6,1410065408,strong,5
3.141571,48.548341,6,1410065408,weak,5
3.141613,8.087767,6,1410065408,strong,6
3.141598,48.545397,6,1410065408,weak,6
3.141618,8.087533,6,1410065408,strong,7
3.141613,48.529320,6,1410065408,weak,7
3.141597,8.090384,6,1410065408,strong,8
3.141604,56.188143,6,1410065408,weak,8
3.141573,8.083971,6,1410065408,strong,9
3.141586,48.569170,6,1410065408,weak,9
3.141601,8.087820,6,1410065408,strong,10
3.141586,48.665871,6,1410065408,weak,10
3.141552,6.929998,7,1410065408,strong,1
3.141587,48.520364,7,1410065408,weak,1
3.141552,7.163925,7,1410065408,strong,2
3.141582,48.517435,7,1410065408,weak,2
3.141592,6.929212,7,1410065408,strong,3
3.141559,48.505072,7,1410065408,weak,3
3.141602,6.928798,7,1410065408,strong,4
3.141594,48.515962,7,1410065408,weak,4
3.141670,6.930750,7,1410065408,strong,5
3.141593,49.758407,7,1410065408,weak,5
3.141566,6.929364,7,1410065408,strong,6
3.141595,48.504632,7,1410065408,weak,6
3.141529,6.929504,7,1410065408,strong,7
3.141598,48.504847,7,1410065408,weak,7
3.141576,6.930545,7,1410065408,strong,8
3.141600,48.516510,7,1410065408,weak,8
3.141581,6.936701,7,1410065408,strong,9
3.141595,50.167049,7,1410065408,weak,9
3.141702,6.929223,7,1410065408,strong,10
3.141580,48.506743,7,1410065408,weak,10
3.141498,6.078138,8,1410065408,strong,1
3.141561,50.147993,8,1410065408,weak,1
3.141538,6.064193,8,1410065408,strong,2
3.141592,48.541281,8,1410065408,weak,2
3.141626,6.067684,8,1410065408,strong,3
3.141577,48.539833,8,1410065408,weak,3
3.141552,6.067575,8,1410065408,strong,4
3.141600,48.541849,8,1410065408,weak,4
3.141595,6.075109,8,1410065408,strong,5
3.141584,48.547921,8,1410065408,weak,5
3.141666,6.067359,8,1410065408,strong,6
3.141584,48.531117,8,1410065408,weak,6
3.141518,6.073733,8,1410065408,strong,7
3.141591,48.577942,8,1410065408,weak,7
3.141635,6.069772,8,1410065408,strong,8
3.141596,48.581726,8,1410065408,weak,8
3.141542,6.072171,8,1410065408,strong,9
3.141582,49.814150,8,1410065408,weak,9
3.141643,6.078341,8,1410065408,strong,10
3.141579,48.559538,8,1410065408,weak,10
3.141686,5.532511,9,1410065408,strong,1
3.141590,48.645758,9,1410065408,weak,1
3.141686,5.409385,9,1410065408,strong,2
3.141599,48.973802,9,1410065408,weak,2
3.141609,5.403306,9,1410065408,strong,3
3.141596,48.634718,9,1410065408,weak,3
3.141442,5.413441,9,1410065408,strong,4
3.141586,56.230261,9,1410065408,weak,4
3.141642,5.404534,9,1410065408,strong,5
3.141572,48.681362,9,1410065408,weak,5
3.141594,5.405678,9,1410065408,strong,6
3.141597,49.820146,9,1410065408,weak,6
3.141575,5.410502,9,1410065408,strong,7
3.141608,50.322797,9,1410065408,weak,7
3.141627,5.433677,9,1410065408,strong,8
3.141604,49.087476,9,1410065408,weak,8
3.141714,5.410323,9,1410065408,strong,9
3.141606,48.692119,9,1410065408,weak,9
3.141671,5.406932,9,1410065408,strong,10
3.141605,50.207790,9,1410065408,weak,10
3.141643,4.873373,10,1410065408,strong,1
3.141599,48.622438,10,1410065408,weak,1
3.141567,5.028305,10,1410065408,strong,2
3.141607,56.229246,10,1410065408,weak,2
3.141536,4.865090,10,1410065408,strong,3
3.141599,48.622058,10,1410065408,weak,3
3.141601,5.027374,10,1410065408,strong,4
3.141574,49.812981,10,1410065408,weak,4
3.141503,4.863000,10,1410065408,strong,5
3.141568,48.633781,10,1410065408,weak,5
3.141559,4.866114,10,1410065408,strong,6
3.141597,48.640744,10,1410065408,weak,6
3.141580,4.867112,10,1410065408,strong,7
3.141589,48.645319,10,1410065408,weak,7
3.141639,4.873106,10,1410065408,strong,8
3.141591,48.620372,10,1410065408,weak,8
3.141584,4.866845,10,1410065408,strong,9
3.141587,48.621684,10,1410065408,weak,9
3.141571,4.863083,10,1410065408,strong,10
3.141574,48.623766,10,1410065408,weak,10
3.141589,4.420102,11,1410065408,strong,1
3.141579,48.639650,11,1410065408,weak,1
3.141610,4.426107,11,1410065408,strong,2
3.141628,49.901967,11,1410065408,weak,2
3.141555,4.423819,11,1410065408,strong,3
3.141566,48.643938,11,1410065408,weak,3
3.141568,4.425771,11,1410065408,strong,4
3.141583,48.683127,11,1410065408,weak,4
3.141617,4.420580,11,1410065408,strong,5
3.141586,48.920243,11,1410065408,weak,5
3.141624,4.564751,11,1410065408,strong,6
3.141611,48.640057,11,1410065408,weak,6
3.141602,5.117332,11,1410065408,strong,7
3.141612,48.765111,11,1410065408,weak,7
3.141602,4.412694,11,1410065408,strong,8
3.141593,48.611519,11,1410065408,weak,8
3.141578,5.107790,11,1410065408,strong,9
3.141564,48.912006,11,1410065408,weak,9
3.141630,4.434483,11,1410065408,strong,10
3.141604,48.724858,11,1410065408,weak,10
3.141612,4.179870,12,1410065408,strong,1
3.141606,48.939811,12,1410065408,weak,1
3.141590,4.077844,12,1410065408,strong,2
3.141588,56.194640,12,1410065408,weak,2
3.141537,4.180319,12,1410065408,strong,3
3.141576,48.928993,12,1410065408,weak,3
3.141649,4.059843,12,1410065408,strong,4
3.141615,50.619230,12,1410065408,weak,4
3.141632,4.063618,12,1410065408,strong,5
3.141602,48.982857,12,1410065408,weak,5
3.141663,4.213380,12,1410065408,strong,6
3.141605,48.964080,12,1410065408,weak,6
3.141517,4.060504,12,1410065408,strong,7
3.141579,48.924293,12,1410065408,weak,7
3.141542,4.077932,12,1410065408,strong,8
3.141587,50.527973,12,1410065408,weak,8
3.141601,4.147011,12,1410065408,strong,9
3.141608,48.969209,12,1410065408,weak,9
3.141608,4.072261,12,1410065408,strong,10
3.141587,48.924278,12,1410065408,weak,10
