N,B,P,TEST_CASE_NUM,T_A,T_B,T_C,T_D,T_E,IS_SORTED
100000,10,4,4,0.000465,0.003091,0.004935,0.001414,0.009905,true
100000,10,4,5,0.000467,0.003314,0.004935,0.001329,0.010045,true
100000,10,4,6,0.000452,0.003296,0.004904,0.001347,0.009999,true
100000,10,4,7,0.000469,0.003086,0.004879,0.001458,0.009892,true
100000,10,4,8,0.000455,0.003092,0.004891,0.001464,0.009902,true
100000,10,4,9,0.000459,0.003143,0.004893,0.001291,0.009786,true
100000,10,4,10,0.000458,0.003065,0.004932,0.001395,0.009851,true
100000,10,4,11,0.000453,0.003261,0.004883,0.001333,0.009930,true
100000,10,4,12,0.000460,0.003090,0.004908,0.001443,0.009901,true
100000,10,4,13,0.000453,0.003112,0.004922,0.001424,0.009911,true
100000,10,4,14,0.000462,0.003072,0.004879,0.001407,0.009821,true
100000,10,4,15,0.000455,0.003126,0.004895,0.001331,0.009807,true
100000,10,4,16,0.000459,0.003299,0.004871,0.001350,0.009979,true
100000,10,4,17,0.000468,0.003073,0.004888,0.001416,0.009846,true
100000,10,4,18,0.000469,0.003088,0.004892,0.001505,0.009954,true
100000,10,4,19,0.000456,0.003064,0.004887,0.001426,0.009833,true
100000,10,4,20,0.000469,0.003046,0.004946,0.001387,0.009848,true
100000,100,1,1,0.001202,0.002621,0.014527,0.000405,0.018754,true
100000,100,1,2,0.001210,0.003792,0.014542,0.000406,0.019949,true
100000,100,1,3,0.001212,0.002606,0.014432,0.000393,0.018643,true
100000,100,1,4,0.001195,0.002582,0.014446,0.000403,0.018626,true
100000,100,1,5,0.001214,0.002609,0.014453,0.000405,0.018681,true
100000,100,1,6,0.001212,0.002567,0.014514,0.000402,0.018696,true
100000,100,1,7,0.001226,0.002584,0.014514,0.000398,0.018722,true
100000,100,1,8,0.001226,0.002587,0.014472,0.000394,0.018679,true
100000,100,1,9,0.001241,0.002568,0.014465,0.000393,0.018668,true
100000,100,1,10,0.001207,0.002620,0.014528,0.000393,0.018748,true
100000,100,1,11,0.001193,0.002599,0.014502,0.000406,0.018700,true
100000,100,1,12,0.001228,0.002606,0.014470,0.000410,0.018715,true
100000,100,1,13,0.001224,0.002582,0.014452,0.000405,0.018663,true
100000,100,1,14,0.001220,0.002583,0.014515,0.000394,0.018713,true
100000,100,1,15,0.001230,0.002590,0.014452,0.000394,0.018666,true
100000,100,1,16,0.001218,0.002597,0.014524,0.000393,0.018733,true
100000,100,1,17,0.001200,0.002602,0.014520,0.000406,0.018729,true
100000,100,1,18,0.001212,0.002602,0.014558,0.000393,0.018765,true
100000,100,1,19,0.001216,0.002575,0.014543,0.000402,0.018736,true
100000,100,1,20,0.001200,0.002576,0.014542,0.000404,0.018722,true
100000,100,2,1,0.000680,0.002584,0.007368,0.000214,0.010846,true
100000,100,2,2,0.000689,0.002570,0.007453,0.000207,0.010920,true
100000,100,2,3,0.000667,0.002634,0.007405,0.000222,0.010927,true
100000,100,2,4,0.000677,0.002577,0.007460,0.000225,0.010939,true
100000,100,2,5,0.000684,0.002586,0.007367,0.000214,0.010850,true
100000,100,2,6,0.000702,0.002515,0.007373,0.000203,0.010794,true
100000,100,2,7,0.000664,0.002588,0.007465,0.000223,0.010940,true
100000,100,2,8,0.000681,0.002630,0.007341,0.000205,0.010857,true
100000,100,2,9,0.000664,0.002609,0.007397,0.000234,0.010904,true
100000,100,2,10,0.000693,0.002520,0.007457,0.000205,0.010875,true
100000,100,2,11,0.000664,0.002548,0.007375,0.000234,0.010822,true
100000,100,2,12,0.000683,0.002600,0.007383,0.000238,0.010904,true
100000,100,2,13,0.000686,0.002534,0.007445,0.000202,0.010867,true
100000,100,2,14,0.000689,0.002551,0.007349,0.000231,0.010820,true
100000,100,2,15,0.000675,0.002544,0.007360,0.000207,0.010786,true
100000,100,2,16,0.000681,0.002568,0.007382,0.000256,0.010887,true
100000,100,2,17,0.000666,0.002546,0.007347,0.000234,0.010793,true
100000,100,2,18,0.000680,0.002585,0.007391,0.000212,0.010868,true
100000,100,2,19,0.000687,0.002548,0.007513,0.000219,0.010967,true
100000,100,2,20,0.000669,0.002624,0.007435,0.000203,0.010931,true
100000,100,3,1,0.000519,0.002217,0.005047,0.000327,0.008110,true
100000,100,3,2,0.000526,0.002217,0.004992,0.000381,0.008117,true
100000,100,3,3,0.000508,0.002163,0.004965,0.000373,0.008009,true
100000,100,3,4,0.000529,0.002181,0.004968,0.000384,0.008062,true
100000,100,3,5,0.000506,0.002218,0.005018,0.000356,0.008098,true
100000,100,3,6,0.000521,0.002184,0.004936,0.000377,0.008019,true
100000,100,3,7,0.000525,0.002191,0.005049,0.000328,0.008093,true
100000,100,3,8,0.000529,0.002179,0.004994,0.000402,0.008103,true
100000,100,3,9,0.000508,0.002184,0.004975,0.000451,0.008118,true
100000,100,3,10,0.000520,0.002183,0.005012,0.000375,0.008090,true
100000,100,3,11,0.000541,0.002180,0.005007,0.000400,0.008127,true
100000,100,3,12,0.000529,0.002176,0.005018,0.000391,0.008115,true
100000,100,3,13,0.000509,0.002168,0.004975,0.000422,0.008074,true
100000,100,3,14,0.000508,0.002203,0.005019,0.000383,0.008113,true
100000,100,3,15,0.000619,0.002184,0.005030,0.000408,0.008241,true
100000,100,3,16,0.000508,0.002209,0.005021,0.000380,0.008118,true
100000,100,3,17,0.000508,0.002202,0.005024,0.000416,0.008149,true
100000,100,3,18,0.000507,0.002192,0.004991,0.000365,0.008056,true
100000,100,3,19,0.000507,0.002201,0.004978,0.000451,0.008137,true
100000,100,3,20,0.000506,0.002324,0.004873,0.000388,0.008091,true
100000,100,4,1,0.000466,0.002005,0.003707,0.000521,0.006699,true
100000,100,4,2,0.000482,0.002038,0.003729,0.000472,0.006720,true
100000,100,4,3,0.000464,0.002083,0.003726,0.000503,0.006775,true
100000,100,4,4,0.000522,0.002029,0.003736,0.000507,0.006794,true
100000,100,4,5,0.000477,0.002051,0.003740,0.000472,0.006740,true
100000,100,4,6,0.000466,0.002037,0.003753,0.000539,0.006795,true
100000,100,4,7,0.000467,0.002035,0.003720,0.000511,0.006734,true
100000,100,4,8,0.000464,0.002024,0.003731,0.000597,0.006816,true
100000,100,4,9,0.000471,0.002042,0.003733,0.000511,0.006756,true
100000,100,4,10,0.000448,0.002045,0.003699,0.000519,0.006711,true
100000,100,4,11,0.000450,0.002047,0.003720,0.000551,0.006769,true
100000,100,4,12,0.000450,0.002057,0.003713,0.000500,0.006719,true
100000,100,4,13,0.000453,0.002380,0.004486,0.000624,0.007943,true
100000,100,4,14,0.000463,0.002037,0.003724,0.000526,0.006750,true
100000,100,4,15,0.004890,0.003434,0.003759,0.007692,0.019774,true
100000,100,4,16,0.000458,0.002076,0.003751,0.000534,0.006820,true
100000,100,4,17,0.000455,0.002153,0.003703,0.000453,0.006763,true
100000,100,4,18,0.000457,0.002049,0.003743,0.000532,0.006781,true
100000,100,4,19,0.000454,0.002047,0.003711,0.000529,0.006740,true
100000,100,4,20,0.000469,0.002076,0.003746,0.000503,0.006794,true
100000,1000,1,1,0.001211,0.002440,0.009632,0.000434,0.013718,true
100000,1000,1,2,0.001201,0.002431,0.009618,0.000441,0.013691,true
100000,1000,1,3,0.001222,0.002398,0.009590,0.000433,0.013643,true
100000,1000,1,4,0.001433,0.002412,0.009619,0.000434,0.013897,true
100000,1000,1,5,0.001195,0.002453,0.009631,0.000433,0.013712,true
100000,1000,1,6,0.001199,0.002480,0.009586,0.000461,0.013726,true
100000,1000,1,7,0.001215,0.002440,0.009636,0.000443,0.013734,true
100000,1000,1,8,0.001203,0.002412,0.009676,0.000434,0.013725,true
100000,1000,1,9,0.001212,0.002432,0.009659,0.000434,0.013737,true
100000,1000,1,10,0.001194,0.002360,0.009622,0.000435,0.013611,true
100000,1000,1,11,0.001196,0.002500,0.009577,0.000446,0.013718,true
100000,1000,1,12,0.001205,0.002338,0.009619,0.000448,0.013610,true
100000,1000,1,13,0.001193,0.002497,0.009578,0.000435,0.013703,true
100000,1000,1,14,0.001194,0.002451,0.009592,0.000435,0.013671,true
100000,1000,1,15,0.001194,0.002429,0.009579,0.000434,0.013635,true
100000,1000,1,16,0.001194,0.002417,0.009565,0.000444,0.013620,true
100000,1000,1,17,0.001218,0.002416,0.009598,0.000435,0.013666,true
100000,1000,1,18,0.001222,0.002414,0.009607,0.000435,0.013678,true
100000,1000,1,19,0.001202,0.002419,0.009593,0.000446,0.013659,true
100000,1000,1,20,0.001193,0.002480,0.009628,0.000446,0.013747,true
100000,1000,2,1,0.000692,0.002370,0.004830,0.000229,0.008120,true
100000,1000,2,2,0.000681,0.002443,0.004820,0.000243,0.008188,true
100000,1000,2,3,0.000708,0.002415,0.004812,0.000250,0.008185,true
100000,1000,2,4,0.000688,0.002382,0.004817,0.000268,0.008155,true
100000,1000,2,5,0.000677,0.002351,0.004849,0.000237,0.008114,true
100000,1000,2,6,0.001563,0.002428,0.004805,0.000238,0.009035,true
100000,1000,2,7,0.000694,0.002359,0.004815,0.000229,0.008097,true
100000,1000,2,8,0.000701,0.002371,0.004836,0.000228,0.008136,true
100000,1000,2,9,0.000674,0.002433,0.004837,0.000274,0.008218,true
100000,1000,2,10,0.000686,0.002376,0.004819,0.000242,0.008123,true
100000,1000,2,11,0.000682,0.002412,0.004820,0.000265,0.008179,true
100000,1000,2,12,0.000666,0.002423,0.004856,0.000299,0.008244,true
100000,1000,2,13,0.000665,0.002421,0.004806,0.000249,0.008140,true
100000,1000,2,14,0.000676,0.002370,0.004821,0.000252,0.008120,true
100000,1000,2,15,0.000691,0.002451,0.004822,0.000232,0.008197,true
100000,1000,2,16,0.000667,0.002437,0.004805,0.000246,0.008155,true
100000,1000,2,17,0.000679,0.002365,0.004821,0.000248,0.008113,true
100000,1000,2,18,0.000694,0.002427,0.004809,0.000320,0.008251,true
100000,1000,2,19,0.000665,0.002426,0.004792,0.000288,0.008172,true
100000,1000,2,20,0.000683,0.002404,0.004816,0.000243,0.008145,true
100000,1000,3,1,0.000512,0.002050,0.003230,0.000655,0.006447,true
100000,1000,3,2,0.000527,0.002045,0.003215,0.000657,0.006443,true
100000,1000,3,3,0.000542,0.002040,0.003212,0.000658,0.006451,true
100000,1000,3,4,0.000524,0.002052,0.003214,0.000655,0.006446,true
100000,1000,3,5,0.000515,0.002048,0.003230,0.000649,0.006442,true
100000,1000,3,6,0.000510,0.002049,0.003219,0.000667,0.006445,true
100000,1000,3,7,0.000514,0.002059,0.003215,0.000662,0.006449,true
100000,1000,3,8,0.000528,0.002040,0.003230,0.000659,0.006458,true
100000,1000,3,9,0.000514,0.002055,0.003219,0.000648,0.006436,true
100000,1000,3,10,0.000509,0.002074,0.003214,0.000648,0.006445,true
100000,1000,3,11,0.000514,0.002050,0.003224,0.000680,0.006468,true
100000,1000,3,12,0.000522,0.002093,0.003235,0.000604,0.006452,true
100000,1000,3,13,0.000550,0.002059,0.003214,0.000635,0.006457,true
100000,1000,3,14,0.000513,0.002066,0.003225,0.000647,0.006451,true
100000,1000,3,15,0.000540,0.002061,0.003216,0.000667,0.006483,true
100000,1000,3,16,0.000559,0.002035,0.003222,0.000641,0.006457,true
100000,1000,3,17,0.000513,0.002057,0.003214,0.000639,0.006423,true
100000,1000,3,18,0.000510,0.002060,0.003230,0.000637,0.006437,true
100000,1000,3,19,0.000528,0.002033,0.003228,0.000676,0.006466,true
100000,1000,3,20,0.000526,0.002039,0.003211,0.000761,0.006537,true
100000,1000,4,1,0.000467,0.001880,0.002430,0.000695,0.005471,true
100000,1000,4,2,0.000466,0.001868,0.002418,0.000672,0.005424,true
100000,1000,4,3,0.000473,0.001870,0.002417,0.000659,0.005419,true
100000,1000,4,4,0.000460,0.001901,0.002432,0.000661,0.005454,true
100000,1000,4,5,0.000456,0.001906,0.002414,0.000648,0.005423,true
100000,1000,4,6,0.000471,0.001884,0.002406,0.000695,0.005456,true
100000,1000,4,7,0.000466,0.001866,0.002409,0.000678,0.005420,true
100000,1000,4,8,0.000472,0.001885,0.002415,0.000637,0.005409,true
100000,1000,4,9,0.000466,0.001875,0.002421,0.000660,0.005423,true
100000,1000,4,10,0.000467,0.001882,0.002411,0.000672,0.005432,true
100000,1000,4,11,0.000452,0.001888,0.002414,0.000642,0.005396,true
100000,1000,4,12,0.000461,0.001878,0.002404,0.000645,0.005388,true
100000,1000,4,13,0.000448,0.001872,0.002429,0.000639,0.005387,true
100000,1000,4,14,0.000461,0.001902,0.002420,0.000661,0.005444,true
100000,1000,4,15,0.000446,0.001882,0.002413,0.000671,0.005412,true
100000,1000,4,16,0.000471,0.001908,0.002421,0.000635,0.005434,true
100000,1000,4,17,0.000478,0.001904,0.002411,0.000620,0.005414,true
100000,1000,4,18,0.000489,0.001878,0.002440,0.000649,0.005456,true
100000,1000,4,19,0.000456,0.001887,0.002417,0.000652,0.005411,true
100000,1000,4,20,0.000469,0.001902,0.002437,0.000637,0.005445,true
100000,10000,1,1,0.001195,0.002789,0.004955,0.000656,0.009594,true
100000,10000,1,2,0.001200,0.002772,0.004975,0.000671,0.009618,true
100000,10000,1,3,0.001214,0.002717,0.004983,0.000663,0.009577,true
100000,10000,1,4,0.001199,0.002734,0.004962,0.000659,0.009554,true
100000,10000,1,5,0.001201,0.002721,0.005005,0.000649,0.009577,true
100000,10000,1,6,0.001203,0.002720,0.004980,0.000649,0.009552,true
100000,10000,1,7,0.001206,0.002740,0.004968,0.000652,0.009566,true
100000,10000,1,8,0.001195,0.002733,0.004988,0.000664,0.009580,true
100000,10000,1,9,0.001213,0.002738,0.005010,0.000663,0.009624,true
100000,10000,1,10,0.001199,0.002775,0.004963,0.000659,0.009595,true
100000,10000,1,11,0.001206,0.002731,0.005029,0.000668,0.009633,true
100000,10000,1,12,0.001202,0.002787,0.004937,0.000666,0.009593,true
100000,10000,1,13,0.001215,0.002722,0.004979,0.000663,0.009578,true
100000,10000,1,14,0.001207,0.002741,0.005024,0.000662,0.009635,true
100000,10000,1,15,0.001216,0.002735,0.005005,0.000660,0.009616,true
100000,10000,1,16,0.001194,0.002738,0.005006,0.000661,0.009599,true
100000,10000,1,17,0.001210,0.002734,0.005061,0.000664,0.009668,true
100000,10000,1,18,0.001221,0.002745,0.005018,0.000657,0.009641,true
100000,10000,1,19,0.001194,0.002744,0.005002,0.000651,0.009591,true
100000,10000,1,20,0.001202,0.002768,0.005131,0.000665,0.009766,true
100000,10000,2,1,0.000704,0.002387,0.002513,0.000414,0.006018,true
100000,10000,2,2,0.000678,0.002403,0.002511,0.000407,0.005999,true
100000,10000,2,3,0.000686,0.002402,0.002527,0.000444,0.006060,true
100000,10000,2,4,0.000724,0.002405,0.002487,0.000402,0.006017,true
100000,10000,2,5,0.000683,0.002415,0.002485,0.000406,0.005990,true
100000,10000,2,6,0.000666,0.002402,0.002494,0.000440,0.006002,true
100000,10000,2,7,0.000670,0.002391,0.002495,0.000444,0.006000,true
100000,10000,2,8,0.000679,0.002406,0.002509,0.000406,0.006000,true
100000,10000,2,9,0.000684,0.002396,0.002499,0.000406,0.005984,true
100000,10000,2,10,0.000675,0.002407,0.002528,0.000427,0.006038,true
100000,10000,2,11,0.000685,0.002399,0.002494,0.000427,0.006005,true
100000,10000,2,12,0.000670,0.002405,0.002528,0.000419,0.006021,true
100000,10000,2,13,0.000685,0.002405,0.002488,0.000456,0.006035,true
100000,10000,2,14,0.000775,0.002394,0.002486,0.000410,0.006065,true
100000,10000,2,15,0.000680,0.002417,0.002498,0.000446,0.006041,true
100000,10000,2,16,0.000692,0.002394,0.002510,0.000437,0.006033,true
100000,10000,2,17,0.000697,0.002397,0.002494,0.000414,0.006003,true
100000,10000,2,18,0.000693,0.002389,0.002505,0.000471,0.006057,true
100000,10000,2,19,0.000665,0.002403,0.002483,0.000448,0.005999,true
100000,10000,2,20,0.000686,0.002386,0.002498,0.000452,0.006022,true
100000,10000,3,1,0.000518,0.002068,0.001704,0.000711,0.005000,true
100000,10000,3,2,0.000529,0.002051,0.001686,0.000746,0.005013,true
100000,10000,3,3,0.000514,0.002053,0.001680,0.000735,0.004982,true
100000,10000,3,4,0.000533,0.002061,0.001661,0.000737,0.004993,true
100000,10000,3,5,0.000514,0.002065,0.001673,0.000717,0.004969,true
100000,10000,3,6,0.000542,0.002075,0.001670,0.000754,0.005041,true
100000,10000,3,7,0.000514,0.002068,0.001685,0.000759,0.005026,true
100000,10000,3,8,0.000775,0.002195,0.001682,0.000650,0.005302,true
100000,10000,3,9,0.000528,0.002038,0.001683,0.000704,0.004953,true
100000,10000,3,10,0.000517,0.002067,0.001854,0.001060,0.005497,true
100000,10000,3,11,0.000515,0.002070,0.001681,0.000745,0.005011,true
100000,10000,3,12,0.000514,0.002224,0.001675,0.001042,0.005455,true
100000,10000,3,13,0.000454,0.001802,0.001476,0.000620,0.004352,true
100000,10000,3,14,0.000474,0.001784,0.001453,0.000626,0.004337,true
100000,10000,3,15,0.000445,0.001837,0.001452,0.000759,0.004492,true
100000,10000,3,16,0.000467,0.001789,0.001469,0.000657,0.004382,true
100000,10000,3,17,0.000445,0.001796,0.001486,0.000692,0.004418,true
100000,10000,3,18,0.000444,0.001789,0.001474,0.000625,0.004332,true
